SUBURB, id, month_year, total_offences
TWO WELLS,7612,Oct-19,24
TARPEENA,7630,Oct-19,1
KALANGADOO,7638,Oct-19,1
MOUNT MCINTYRE,7656,Oct-19,2
PORT AUGUSTA WEST,7661,Oct-19,33
WAMI KATA,7678,Oct-19,1
CRYSTAL BROOK,7686,Oct-19,3
SOLOMONTOWN,7697,Oct-19,5
WHYALLA,7710,Oct-19,11
WHYALLA PLAYFORD,7722,Oct-19,14
TORRENSVILLE,773,Oct-19,26
WHYALLA NORRIE,7749,Oct-19,76
WHYALLA STUART,7761,Oct-19,127
WOKURNA,7779,Oct-19,1
HARDWICKE BAY,7784,Oct-19,1
THE PINES,7795,Oct-19,1
CROYDON PARK,78,Oct-19,27
THEVENARD,7808,Oct-19,4
YALATA,7824,Oct-19,3
BROOKLYN PARK,785,Oct-19,24
CLEVE,7852,Oct-19,5
THOMPSON BEACH,7886,Oct-19,2
WINDSOR,7894,Oct-19,3
BEAUFORT,7931,Oct-19,2
PORT WAKEFIELD,7942,Oct-19,7
BALGOWAN,7958,Oct-19,2
MAITLAND,7963,Oct-19,3
CLARENCE PARK,797,Oct-19,16
PORT VICTORIA,7983,Oct-19,2
STIRLING NORTH,7992,Oct-19,9
FISHERMAN BAY,8005,Oct-19,3
BUNGAMA,8010,Oct-19,1
NAPPERBY,8017,Oct-19,4
WHYALLA JENKINS,8043,Oct-19,7
PORT BROUGHTON,8066,Oct-19,3
PORT VINCENT,8085,Oct-19,3
GOODWOOD,809,Oct-19,26
DAVENPORT,8122,Oct-19,10
EDITHBURGH,8139,Oct-19,1
MINNIPA,8146,Oct-19,3
BRINKWORTH,8170,Oct-19,2
KORUNYE,8181,Oct-19,1
MALLALA,8189,Oct-19,2
REEVES PLAINS,8203,Oct-19,1
KINGS PARK,821,Oct-19,5
PASKEVILLE,8237,Oct-19,4
LEIGH CREEK,8295,Oct-19,3
LYNDHURST,8304,Oct-19,1
MILLSWOOD,831,Oct-19,6
PINNAROO,8311,Oct-19,3
OODNADATTA,8331,Oct-19,1
ADELAIDE AIRPORT,8341,Oct-19,9
WINKIE,8358,Oct-19,1
GLOSSOP,8364,Oct-19,7
BARMERA,8376,Oct-19,10
HAMLEY BRIDGE,8400,Oct-19,3
SALTER SPRINGS,8408,Oct-19,3
GLENDAMBO,8425,Oct-19,1
WAYVILLE,843,Oct-19,23
ARKAROOLA,8434,Oct-19,1
COOBER PEDY,8474,Oct-19,21
MARLA,8496,Oct-19,6
OLYMPIC DAM,8503,Oct-19,2
ROXBY DOWNS,8517,Oct-19,8
BLINMAN,8533,Oct-19,1
ASHFORD,855,Oct-19,10
BLACK FOREST,867,Oct-19,14
EVERARD PARK,879,Oct-19,8
FORESTVILLE,891,Oct-19,11
DEVON PARK,90,Oct-19,12
KESWICK,903,Oct-19,4
LOCKLEYS,915,Oct-19,15
UNDERDALE,927,Oct-19,22
COWANDILLA,939,Oct-19,8
HILTON,951,Oct-19,29
MARLESTON,963,Oct-19,13
RICHMOND,975,Oct-19,19
WEST RICHMOND,987,Oct-19,4
NORTH HAVEN,999,Oct-19,23
DUDLEY PARK,101,Nov-19,10
EXETER,1011,Nov-19,15
SEMAPHORE,1023,Nov-19,23
SEMAPHORE PARK,1035,Nov-19,39
SEMAPHORE SOUTH,1047,Nov-19,13
WEST LAKES SHORE,1059,Nov-19,10
WEST LAKES,1071,Nov-19,43
GRANGE,1083,Nov-19,33
HENLEY BEACH,1095,Nov-19,34
HENLEY BEACH SOUTH,1107,Nov-19,9
TENNYSON,1119,Nov-19,11
RENOWN PARK,112,Nov-19,21
FINDON,1129,Nov-19,47
FINDON,1140,Nov-19,1
SEATON,1144,Nov-19,60
FULHAM,1156,Nov-19,27
FULHAM GARDENS,1168,Nov-19,14
WEST BEACH,1181,Nov-19,10
FLINDERS PARK,1193,Nov-19,35
BROMPTON,1205,Nov-19,40
HINDMARSH,1217,Nov-19,13
NORTH PLYMPTON,1229,Nov-19,16
RIDLEYTON,124,Nov-19,9
CAMDEN PARK,1241,Nov-19,17
PLYMPTON,1253,Nov-19,57
PLYMPTON PARK,1265,Nov-19,23
SOUTH PLYMPTON,1277,Nov-19,23
CLARENCE GARDENS,1289,Nov-19,9
MALVERN,1301,Nov-19,7
UNLEY,1313,Nov-19,28
UNLEY PARK,1324,Nov-19,6
HAWTHORN,1346,Nov-19,13
KINGSWOOD,1359,Nov-19,10
WEST CROYDON,136,Nov-19,15
GLENELG SOUTH,1371,Nov-19,3
OAKLANDS PARK,1382,Nov-19,129
COLONEL LIGHT GARDENS,1394,Nov-19,6
CUMBERLAND PARK,1406,Nov-19,10
DAW PARK,1418,Nov-19,5
PANORAMA,1430,Nov-19,8
WESTBOURNE PARK,1442,Nov-19,8
WARRADALE,1454,Nov-19,14
DARLINGTON,1466,Nov-19,12
SEACOMBE GARDENS,1478,Nov-19,16
ALLENBY GARDENS,148,Nov-19,5
SEACOMBE HEIGHTS,1490,Nov-19,2
ADELAIDE,15,Nov-19,593
STURT,1502,Nov-19,13
BRIGHTON,1514,Nov-19,42
DOVER GARDENS,1526,Nov-19,12
HOVE,1538,Nov-19,2
NORTH BRIGHTON,1550,Nov-19,12
GLANDORE,1573,Nov-19,10
KURRALTA PARK,1585,Nov-19,22
NETLEY,1597,Nov-19,6
BEVERLEY,160,Nov-19,14
MITCHELL PARK,1608,Nov-19,22
MORPHETTVILLE,1621,Nov-19,25
PARK HOLME,1633,Nov-19,19
GLENGOWRIE,1645,Nov-19,12
SOMERTON PARK,1657,Nov-19,16
GLENELG,1669,Nov-19,42
GLENELG EAST,1681,Nov-19,25
GLENELG NORTH,1693,Nov-19,31
SOUTH BRIGHTON,1706,Nov-19,10
KINGSTON PARK,1718,Nov-19,3
KILKENNY,172,Nov-19,29
MARINO,1727,Nov-19,6
SEACLIFF,1738,Nov-19,4
SEACLIFF PARK,1750,Nov-19,10
SEAVIEW DOWNS,1762,Nov-19,19
BELLEVUE HEIGHTS,1774,Nov-19,5
EDEN HILLS,1785,Nov-19,5
BLACKWOOD,1797,Nov-19,11
COROMANDEL VALLEY,1809,Nov-19,5
CRAIGBURN FARM,1819,Nov-19,3
HAWTHORNDENE,1830,Nov-19,2
BELAIR,1839,Nov-19,9
OTTOWAY,184,Nov-19,18
GLENALTA,1851,Nov-19,1
HYDE PARK,1862,Nov-19,2
NEWTON,1874,Nov-19,30
DERNANCOURT,1886,Nov-19,9
PARADISE,1898,Nov-19,29
ATHELSTONE,1910,Nov-19,12
LOWER MITCHAM,1922,Nov-19,5
ROSE PARK,1938,Nov-19,6
HEATHPOOL,1950,Nov-19,2
KENSINGTON,1958,Nov-19,8
PENNINGTON,196,Nov-19,30
KENSINGTON PARK,1981,Nov-19,5
LEABROOK,1993,Nov-19,2
WELLAND,2,Nov-19,6
MARRYATVILLE,2005,Nov-19,1
ST MORRIS,2016,Nov-19,8
TRINITY GARDENS,2027,Nov-19,4
COLLEGE PARK,2038,Nov-19,10
JOSLIN,2048,Nov-19,2
MARDEN,2057,Nov-19,11
PAYNEHAM,2069,Nov-19,10
ROSEWATER,208,Nov-19,53
PAYNEHAM SOUTH,2081,Nov-19,4
ROYSTON PARK,2092,Nov-19,1
AULDANA,2102,Nov-19,1
MAGILL,2110,Nov-19,21
ROSSLYN PARK,2122,Nov-19,1
EVANDALE,2132,Nov-19,11
HACKNEY,2144,Nov-19,9
MAYLANDS,2156,Nov-19,3
ST PETERS,2168,Nov-19,9
STEPNEY,2180,Nov-19,14
FELIXSTOW,2192,Nov-19,6
WINGFIELD,220,Nov-19,28
FIRLE,2204,Nov-19,9
GLYNDE,2216,Nov-19,9
MITCHAM,2228,Nov-19,6
NETHERBY,2240,Nov-19,2
TORRENS PARK,2258,Nov-19,15
EASTWOOD,2270,Nov-19,7
FREWVILLE,2281,Nov-19,1
FREWVILLE,2283,Nov-19,7
FULLARTON,2295,Nov-19,17
HIGHGATE,2307,Nov-19,2
PARKSIDE,2317,Nov-19,26
GLEN OSMOND,2329,Nov-19,11
ALBERT PARK,233,Nov-19,9
GLENUNGA,2341,Nov-19,8
MYRTLE BANK,2355,Nov-19,9
ST GEORGES,2366,Nov-19,2
URRBRAE,2374,Nov-19,2
DULWICH,2383,Nov-19,5
GLENSIDE,2395,Nov-19,13
LINDEN PARK,2407,Nov-19,2
TOORAK GARDENS,2419,Nov-19,1
BEAUMONT,2440,Nov-19,1
ALBERTON,245,Nov-19,22
BURNSIDE,2450,Nov-19,1
ERINDALE,2460,Nov-19,3
HAZELWOOD PARK,2471,Nov-19,3
WATTLE PARK,2492,Nov-19,2
BEULAH PARK,2501,Nov-19,1
KENT TOWN,2513,Nov-19,16
NORWOOD,2525,Nov-19,44
BEDFORD PARK,2537,Nov-19,12
CLOVELLY PARK,2550,Nov-19,12
PASADENA,2562,Nov-19,13
CHELTENHAM,257,Nov-19,7
ST MARYS,2574,Nov-19,34
TONSLEY,2586,Nov-19,3
ASCOT PARK,2597,Nov-19,11
MARION,2609,Nov-19,29
PARA VISTA,2621,Nov-19,17
VALLEY VIEW,2633,Nov-19,21
CAVAN,2645,Nov-19,21
DRY CREEK,2657,Nov-19,20
GEPPS CROSS,2669,Nov-19,22
MAWSON LAKES,2681,Nov-19,79
HENDON,269,Nov-19,10
COLLINSWOOD,2694,Nov-19,4
NORTH ADELAIDE,27,Nov-19,59
GILBERTON,2706,Nov-19,10
MEDINDIE,2718,Nov-19,6
MEDINDIE GARDENS,2728,Nov-19,1
NORTHFIELD,2737,Nov-19,27
NORTHGATE,2749,Nov-19,4
GILLES PLAINS,2764,Nov-19,37
GREENACRES,2776,Nov-19,34
HAMPSTEAD GARDENS,2788,Nov-19,4
QUEENSTOWN,280,Nov-19,12
HILLCREST,2800,Nov-19,11
MANNINGHAM,2812,Nov-19,4
OAKDEN,2824,Nov-19,12
KLEMZIG,2836,Nov-19,27
SKYE,2848,Nov-19,2
WOODFORDE,2864,Nov-19,16
HECTORVILLE,2875,Nov-19,20
ROSTREVOR,2887,Nov-19,19
TRANMERE,2899,Nov-19,22
CAMPBELLTOWN,2911,Nov-19,39
ROYAL PARK,292,Nov-19,26
NAILSWORTH,2923,Nov-19,13
SEFTON PARK,2935,Nov-19,24
BLAIR ATHOL,2947,Nov-19,46
KILBURN,2959,Nov-19,104
CLEARVIEW,2972,Nov-19,38
ENFIELD,2984,Nov-19,34
LIGHTSVIEW,2996,Nov-19,19
WINDSOR GARDENS,3008,Nov-19,16
HOLDEN HILL,3020,Nov-19,20
HIGHBURY,3032,Nov-19,11
BIRKENHEAD,304,Nov-19,21
HOPE VALLEY,3044,Nov-19,17
BANKSIA PARK,3056,Nov-19,7
TEA TREE GULLY,3068,Nov-19,6
VISTA,3080,Nov-19,4
MODBURY,3089,Nov-19,94
MODBURY HEIGHTS,3101,Nov-19,18
MODBURY NORTH,3113,Nov-19,25
SMITHFIELD,3127,Nov-19,104
SMITHFIELD PLAINS,3139,Nov-19,40
ULEYBURY,3150,Nov-19,1
ETHELTON,316,Nov-19,11
MUNNO PARA,3170,Nov-19,51
SALISBURY HEIGHTS,3192,Nov-19,8
SALISBURY PARK,3204,Nov-19,20
SALISBURY PLAIN,3216,Nov-19,15
BOLIVAR,3228,Nov-19,28
ELIZABETH VALE,3240,Nov-19,47
HILLBANK,3252,Nov-19,34
DAVOREN PARK,3264,Nov-19,86
EDINBURGH NORTH,3276,Nov-19,6
GLANVILLE,328,Nov-19,9
ELIZABETH DOWNS,3287,Nov-19,61
ELIZABETH NORTH,3299,Nov-19,47
ELIZABETH PARK,3311,Nov-19,37
BURTON,3323,Nov-19,47
DIREK,3335,Nov-19,5
GLOBE DERBY PARK,3346,Nov-19,4
ST KILDA,3356,Nov-19,4
WATERLOO CORNER,3364,Nov-19,10
EDINBURGH,3376,Nov-19,4
ELIZABETH,3387,Nov-19,133
ELIZABETH EAST,3399,Nov-19,49
ANGLE PARK,340,Nov-19,17
ELIZABETH GROVE,3411,Nov-19,26
ELIZABETH SOUTH,3423,Nov-19,70
POORAKA,3435,Nov-19,51
GULFVIEW HEIGHTS,3447,Nov-19,8
PARA HILLS,3459,Nov-19,47
PARA HILLS WEST,3471,Nov-19,32
REDWOOD PARK,3483,Nov-19,12
RIDGEHAVEN,3495,Nov-19,26
ST AGNES,3507,Nov-19,13
INGLE FARM,3519,Nov-19,64
FERRYDEN PARK,352,Nov-19,49
WALKLEY HEIGHTS,3531,Nov-19,18
PARAFIELD,3543,Nov-19,23
SALISBURY SOUTH,3555,Nov-19,1
GREEN FIELDS,3566,Nov-19,8
PARAFIELD GARDENS,3576,Nov-19,86
PARALOWIE,3588,Nov-19,68
SALISBURY,3601,Nov-19,154
SALISBURY DOWNS,3613,Nov-19,78
SALISBURY NORTH,3625,Nov-19,55
BRAHMA LODGE,3637,Nov-19,16
REGENCY PARK,364,Nov-19,10
SALISBURY EAST,3649,Nov-19,31
VALE PARK,3661,Nov-19,9
WALKERVILLE,3673,Nov-19,19
FITZROY,3685,Nov-19,3
OVINGHAM,3694,Nov-19,19
PROSPECT,3707,Nov-19,95
THORNGATE,3719,Nov-19,3
BROADVIEW,3731,Nov-19,39
WILLASTON,3757,Nov-19,13
ST CLAIR,376,Nov-19,16
BUCKLAND PARK,3769,Nov-19,2
VIRGINIA,3777,Nov-19,20
GAWLER EAST,3790,Nov-19,21
GAWLER SOUTH,3806,Nov-19,10
GAWLER WEST,3818,Nov-19,1
EYRE,3829,Nov-19,3
MACDONALD PARK,3841,Nov-19,3
MUNNO PARA WEST,3857,Nov-19,2
MUNNO PARA WEST,3861,Nov-19,15
EVANSTON,3873,Nov-19,30
WOODVILLE,388,Nov-19,33
EVANSTON GARDENS,3885,Nov-19,8
EVANSTON PARK,3897,Nov-19,14
EVANSTON SOUTH,3909,Nov-19,2
HILLIER,3917,Nov-19,1
ANGLE VALE,3924,Nov-19,20
GAWLER,3942,Nov-19,34
GAWLER BELT,3954,Nov-19,8
ANDREWS FARM,3966,Nov-19,29
BLAKEVIEW,3978,Nov-19,61
CRAIGMORE,3990,Nov-19,46
WOODVILLE PARK,400,Nov-19,20
GOULD CREEK,4001,Nov-19,3
HUMBUG SCRUB,4009,Nov-19,2
ONE TREE HILL,4016,Nov-19,1
KINGSFORD,4025,Nov-19,1
WARD BELT,4032,Nov-19,1
PENFIELD GARDENS,4042,Nov-19,1
GOLDEN GROVE,4053,Nov-19,37
GREENWITH,4065,Nov-19,18
GREENWITH,4076,Nov-19,2
FAIRVIEW PARK,4081,Nov-19,19
SURREY DOWNS,4093,Nov-19,13
BOWDEN,41,Nov-19,18
YATALA VALE,4104,Nov-19,3
WYNN VALE,4111,Nov-19,10
WOODVILLE SOUTH,413,Nov-19,22
PARACOMBE,4130,Nov-19,1
SHEIDOW PARK,4138,Nov-19,11
TROTT PARK,4150,Nov-19,4
GREEN HILLS RANGE,4173,Nov-19,1
HEATHFIELD,4175,Nov-19,1
JUPITER CREEK,4183,Nov-19,1
BRIDGEWATER,4190,Nov-19,5
ASHBOURNE,4207,Nov-19,3
BULL CREEK,4210,Nov-19,1
ALDGATE,4228,Nov-19,10
GREENHILL,4240,Nov-19,1
WOODVILLE WEST,425,Nov-19,28
CRAFERS,4266,Nov-19,2
STIRLING,4285,Nov-19,6
ECHUNGA,4301,Nov-19,2
HEWETT,4309,Nov-19,1
KANGAROO FLAT,4324,Nov-19,2
KANGARILLA,4330,Nov-19,3
HALLETT COVE,4337,Nov-19,13
O'HALLORAN HILL,4349,Nov-19,14
ALDINGA,4367,Nov-19,14
ATHOL PARK,437,Nov-19,13
ALDINGA BEACH,4379,Nov-19,42
PORT WILLUNGA,4391,Nov-19,7
PORT NOARLUNGA,4403,Nov-19,13
FLAGSTAFF HILL,4419,Nov-19,10
HAPPY VALLEY,4431,Nov-19,29
LONSDALE,4443,Nov-19,32
OLD REYNELLA,4455,Nov-19,31
REYNELLA,4467,Nov-19,31
REYNELLA EAST,4479,Nov-19,5
MANSFIELD PARK,449,Nov-19,27
PORT NOARLUNGA SOUTH,4491,Nov-19,3
NOARLUNGA CENTRE,4503,Nov-19,62
NOARLUNGA DOWNS,4515,Nov-19,25
OLD NOARLUNGA,4527,Nov-19,1
OLD NOARLUNGA,4530,Nov-19,13
MOANA,4542,Nov-19,14
SEAFORD,4554,Nov-19,38
ABERFOYLE PARK,4566,Nov-19,34
CHRISTIES BEACH,4595,Nov-19,42
O'SULLIVAN BEACH,4607,Nov-19,8
WOODVILLE GARDENS,461,Nov-19,14
SEAFORD HEIGHTS,4619,Nov-19,1
SEAFORD MEADOWS,4631,Nov-19,22
SEAFORD RISE,4643,Nov-19,35
MASLIN BEACH,4655,Nov-19,3
MCLAREN FLAT,4671,Nov-19,8
MCLAREN VALE,4678,Nov-19,13
TATACHILLA,4690,Nov-19,1
HOPE FOREST,4700,Nov-19,1
WHITES VALLEY,4707,Nov-19,1
WILLUNGA,4714,Nov-19,7
WILLUNGA HILL,4723,Nov-19,1
PORT ELLIOT,4726,Nov-19,10
WOODVILLE NORTH,473,Nov-19,31
MIDDLETON,4738,Nov-19,2
SELLICKS BEACH,4750,Nov-19,11
NORMANVILLE,4761,Nov-19,3
SECOND VALLEY,4776,Nov-19,3
MOUNT COMPASS,4789,Nov-19,2
ENCOUNTER BAY,4801,Nov-19,13
HAYBOROUGH,4813,Nov-19,13
SELLICKS HILL,4834,Nov-19,1
KUITPO,4841,Nov-19,1
MEADOWS,4846,Nov-19,6
GILLMAN,485,Nov-19,3
MYPONGA,4864,Nov-19,7
YANKALILLA,4888,Nov-19,6
CARRICKALINGA,4901,Nov-19,1
MORPHETT VALE,4915,Nov-19,168
WOODCROFT,4927,Nov-19,14
HACKHAM,4939,Nov-19,16
AMATA,495,Nov-19,1
HACKHAM WEST,4951,Nov-19,29
HUNTFIELD HEIGHTS,4963,Nov-19,29
ONKAPARINGA HILLS,4974,Nov-19,4
CHRISTIE DOWNS,4985,Nov-19,86
AMATA,499,Nov-19,3
CASSINI,5002,Nov-19,1
CURRENCY CREEK,5011,Nov-19,4
GOOLWA,5017,Nov-19,12
GOOLWA BEACH,5029,Nov-19,12
GOOLWA NORTH,5041,Nov-19,7
GOOLWA SOUTH,5051,Nov-19,9
MCCRACKEN,5072,Nov-19,3
VICTOR HARBOR,5088,Nov-19,29
COWIRRA,5140,Nov-19,1
KERSBROOK,5148,Nov-19,1
IWANTJA,516,Nov-19,5
MOUNT PLEASANT,5163,Nov-19,1
FORRESTON,5178,Nov-19,1
GUMERACHA,5184,Nov-19,2
BIRDWOOD,5193,Nov-19,1
CROMER,5199,Nov-19,2
KINGSCOTE,5220,Nov-19,4
IWANTJA,523,Nov-19,3
SEDDON,5240,Nov-19,1
VIVONNE BAY,5246,Nov-19,1
HINDMARSH ISLAND,5250,Nov-19,1
MOSQUITO HILL,5260,Nov-19,2
AMERICAN RIVER,5266,Nov-19,2
HAHNDORF,5275,Nov-19,1
PAECHTOWN,5286,Nov-19,1
VERDUN,5289,Nov-19,1
MANNUM,5295,Nov-19,12
WEST HINDMARSH,53,Nov-19,11
LITTLEHAMPTON,5321,Nov-19,8
TOTNESS,5333,Nov-19,2
MOUNT BARKER,5347,Nov-19,54
KALTJITI,535,Nov-19,11
LOBETHAL,5385,Nov-19,3
BALHANNAH,5396,Nov-19,3
HARROGATE,5414,Nov-19,1
WOODSIDE,5424,Nov-19,4
NAIRNE,5454,Nov-19,15
BRINKLEY,5469,Nov-19,2
BURDETT,5472,Nov-19,3
ETTRICK,5480,Nov-19,1
POINT STURT,5481,Nov-19,1
FINNISS,5486,Nov-19,1
MIMILI,549,Nov-19,5
HARTLEY,5491,Nov-19,2
SANDERGROVE,5497,Nov-19,3
STRATHALBYN,5499,Nov-19,38
LANGHORNE CREEK,5515,Nov-19,2
MURRAY BRIDGE,5522,Nov-19,142
MURRAY BRIDGE EAST,5534,Nov-19,1
SWANPORT,5568,Nov-19,1
WOODS POINT,5576,Nov-19,1
CALLINGTON,5579,Nov-19,2
MONARTO SOUTH,5590,Nov-19,5
MONTEITH,5597,Nov-19,1
MYPOLONGA,5599,Nov-19,1
ROCKY GULLY,5612,Nov-19,1
WHITE HILL,5620,Nov-19,1
PURNONG,5629,Nov-19,3
WALKER FLAT,5634,Nov-19,1
POOGINAGORIC,5650,Nov-19,1
WESTERN FLAT,5654,Nov-19,1
WELLINGTON,5677,Nov-19,1
ELWOMPLE,5681,Nov-19,1
KEITH,5687,Nov-19,6
PIPALYATJARA,570,Nov-19,4
JERVOIS,5714,Nov-19,1
CLAYTON BAY,5726,Nov-19,4
MILANG,5732,Nov-19,2
HYNAM,5747,Nov-19,1
MENINGIE,5756,Nov-19,4
COONALPYN,5771,Nov-19,3
TINTINARA,5782,Nov-19,1
BORDERTOWN,5793,Nov-19,15
MILLICENT,5811,Nov-19,13
PUKATJA,582,Nov-19,2
RENDELSHAM,5823,Nov-19,2
KINGSTON SE,5833,Nov-19,1
BRAY,5851,Nov-19,1
ROBE,5858,Nov-19,1
MAAOUPE,5871,Nov-19,2
NANGWARRY,5876,Nov-19,1
PENOLA,5886,Nov-19,6
NARACOORTE,5921,Nov-19,18
PADTHAWAY,5933,Nov-19,1
UMUWA,594,Nov-19,3
FOX,5944,Nov-19,1
TAILEM BEND,5955,Nov-19,6
COOKE PLAINS,5966,Nov-19,1
COOMANDOOK,5967,Nov-19,2
BEACHPORT,5973,Nov-19,2
STANLEY,5991,Nov-19,1
KOONOONA,5994,Nov-19,1
KINGSTON ON MURRAY,6030,Nov-19,2
MOOROOK SOUTH,6038,Nov-19,2
ROSEWORTHY,6046,Nov-19,2
EDWARDSTOWN,605,Nov-19,52
SHEA-OAK LOG,6055,Nov-19,1
FREELING,6063,Nov-19,4
MOUNT GAMBIER,6086,Nov-19,104
ALLENDALE EAST,6098,Nov-19,1
BOOKPURNONG,6110,Nov-19,1
LOXTON,6112,Nov-19,11
BETHEL,6131,Nov-19,1
MELROSE PARK,617,Nov-19,14
PARINGA,6180,Nov-19,1
PIKE RIVER,6191,Nov-19,1
KAPUNDA,6195,Nov-19,20
AUSTRALIA PLAINS,6208,Nov-19,1
WANDILO,6221,Nov-19,1
WORROLONG,6227,Nov-19,1
EMU DOWNS,6239,Nov-19,1
ROBERTSTOWN,6245,Nov-19,3
HAWKER,6273,Nov-19,2
GLENCOE,6282,Nov-19,3
NOVAR GARDENS,629,Nov-19,7
MIL-LEL,6293,Nov-19,1
MOUNT SCHANK,6308,Nov-19,1
PEAKE,6330,Nov-19,1
SHERLOCK,6334,Nov-19,1
LAMEROO,6337,Nov-19,1
QUORN,6362,Nov-19,1
MONASH,6377,Nov-19,5
BERRI,6387,Nov-19,36
NEW PORT,641,Nov-19,13
EUDUNDA,6411,Nov-19,1
YAHL,6426,Nov-19,1
CARCUMA,6431,Nov-19,1
WASLEYS,6444,Nov-19,1
PORT MACDONNELL,6459,Nov-19,2
RENMARK,6468,Nov-19,29
RENMARK NORTH,6480,Nov-19,3
RENMARK WEST,6494,Nov-19,2
CROYDON,65,Nov-19,11
TARLEE,6518,Nov-19,1
PORT ADELAIDE,652,Nov-19,63
STOCKYARD PLAIN,6552,Nov-19,1
CADELL,6584,Nov-19,3
RAMCO,6598,Nov-19,1
TRURO,6608,Nov-19,3
TEROWIE,6618,Nov-19,1
MORGAN,6634,Nov-19,1
LARGS BAY,664,Nov-19,22
TANUNDA,6653,Nov-19,4
VINE VALE,6665,Nov-19,3
PORTER LAGOON,6668,Nov-19,1
PENRICE,6670,Nov-19,2
COBDOGLA,6691,Nov-19,1
MOUNT BRYAN,6711,Nov-19,1
OWEN,6714,Nov-19,1
BALAKLAVA,6725,Nov-19,6
MARRABEL,6744,Nov-19,1
SADDLEWORTH,6747,Nov-19,1
BURRA,6757,Nov-19,5
LARGS NORTH,676,Nov-19,15
BURRA EASTERN DISTRICTS,6768,Nov-19,2
YUNTA,6771,Nov-19,1
TAYLORVILLE,6791,Nov-19,1
WAIKERIE,6795,Nov-19,6
WATERVALE,6821,Nov-19,1
CLARE,6827,Nov-19,5
BLANCHETOWN,6854,Nov-19,1
PAISLEY,6867,Nov-19,1
GREENOCK,6871,Nov-19,3
PETERHEAD,688,Nov-19,18
ANGASTON,6895,Nov-19,3
SWAN REACH,6909,Nov-19,1
MARANANGA,6920,Nov-19,1
MOPPA,6922,Nov-19,1
NURIOOTPA,6924,Nov-19,33
STOCKWELL,6937,Nov-19,1
PETERBOROUGH,6956,Nov-19,12
LYNDOCH,6975,Nov-19,6
MOUNT CRAWFORD,6985,Nov-19,1
WILLIAMSTOWN,6993,Nov-19,5
OSBORNE,700,Nov-19,14
CAMBRAI,7009,Nov-19,2
MOCULTA,7019,Nov-19,1
CUMMINS,7032,Nov-19,1
PORT AUGUSTA,7049,Nov-19,112
PORT PIRIE,7066,Nov-19,32
PORT PIRIE SOUTH,7078,Nov-19,13
PORT PIRIE WEST,7090,Nov-19,16
RISDON PARK,7102,Nov-19,26
RISDON PARK SOUTH,7114,Nov-19,8
TAPEROO,712,Nov-19,41
COWELL,7125,Nov-19,1
KADINA,7151,Nov-19,13
NEW TOWN,7167,Nov-19,1
WALLAROO MINES,7178,Nov-19,1
WILLAMULKA,7187,Nov-19,1
PORT KENNY,7206,Nov-19,1
GLADSTONE,7217,Nov-19,1
NORTH BEACH,7232,Nov-19,1
KIDMAN PARK,724,Nov-19,13
WALLAROO,7241,Nov-19,17
TUMBY BAY,7258,Nov-19,1
PORT LINCOLN,7268,Nov-19,97
BOSTON,7280,Nov-19,1
BANGOR,7304,Nov-19,1
WIRRABARA,7306,Nov-19,1
WALLAROO PLAIN,7313,Nov-19,1
HAMLEY,7325,Nov-19,2
DUCK PONDS,7326,Nov-19,1
HAWSON,7335,Nov-19,1
MILE END,736,Nov-19,21
YONGALA,7360,Nov-19,1
PORT HUGHES,7365,Nov-19,1
NINNES,7379,Nov-19,1
SMOKY BAY,7388,Nov-19,4
STREAKY BAY,7396,Nov-19,3
CEDUNA,7406,Nov-19,20
WILMINGTON,7423,Nov-19,5
ARDROSSAN,7438,Nov-19,4
PINE POINT,7453,Nov-19,1
MOONTA,7459,Nov-19,10
MOONTA BAY,7471,Nov-19,6
MILE END SOUTH,748,Nov-19,15
MOONTA MINES,7482,Nov-19,1
CLINTON,7484,Nov-19,2
TULKA,7495,Nov-19,1
DENIAL BAY,7524,Nov-19,1
NULLARBOR,7532,Nov-19,1
KALANBI,7548,Nov-19,1
KOONIBBA,7550,Nov-19,3
DUBLIN,7571,Nov-19,2
LEWISTON,7581,Nov-19,5
LOWER LIGHT,7596,Nov-19,4
THEBARTON,760,Nov-19,15
MIDDLE BEACH,7601,Nov-19,3
PORT GAWLER,7607,Nov-19,2
TWO WELLS,7611,Nov-19,14
TARPEENA,7629,Nov-19,1
KALANGADOO,7637,Nov-19,3
MOUNT BURR,7649,Nov-19,1
PORT AUGUSTA WEST,7660,Nov-19,32
PORT PATERSON,7672,Nov-19,1
CRYSTAL BROOK,7685,Nov-19,1
SOLOMONTOWN,7696,Nov-19,7
CROYDON PARK,77,Nov-19,24
WHYALLA,7709,Nov-19,26
TORRENSVILLE,772,Nov-19,18
WHYALLA PLAYFORD,7721,Nov-19,18
WHYALLA NORRIE,7748,Nov-19,113
WHYALLA STUART,7760,Nov-19,103
CURRAMULKA,7799,Nov-19,1
THEVENARD,7807,Nov-19,1
YALATA,7823,Nov-19,7
BROOKLYN PARK,784,Nov-19,18
KIMBA,7905,Nov-19,2
BEAUFORT,7930,Nov-19,1
PORT WAKEFIELD,7941,Nov-19,5
ARTHURTON,7954,Nov-19,1
CLARENCE PARK,796,Nov-19,16
MAITLAND,7962,Nov-19,16
POINT PEARCE,7974,Nov-19,2
PORT VICTORIA,7982,Nov-19,1
STIRLING NORTH,7991,Nov-19,9
